"pathway","pval","padj","log2err","ES","NES","size","TERM"
"GO:0060021",0.285202863961814,0.56053332109418,0.0815265143256594,0.452321040598574,1.14094898170926,30,"roof of mouth development"
"GO:0097191",0.285062713797035,0.56053332109418,0.0791316651768349,0.434603872644418,1.14890142806105,38,"extrinsic apoptotic signaling pathway"
"GO:1900017",0.284461152882206,0.56053332109418,0.0843144320642653,0.498548158947565,1.16599222506713,19,"positive regulation of cytokine production involved in inflammatory response"
"GO:0002755",0.286274509803922,0.561117035983726,0.0862865626267245,0.511499521129595,1.1630613659547,16,"MyD88-dependent toll-like receptor signaling pathway"
"GO:0016558",0.286509040333797,0.561117035983726,0.0897104652742981,0.559026945416598,1.16299197403281,11,"protein import into peroxisome matrix"
"GO:0042127",0.28659793814433,0.561117035983726,0.0736212741014394,0.376525148806228,1.10815168628869,101,"regulation of cell population proliferation"
"GO:0043966",0.286202964652224,0.561117035983726,0.0789209638180035,0.433986920153993,1.15055378290665,39,"histone H3 acetylation"
"GO:0016050",0.286874154262517,0.561120355323047,0.0880945010398517,0.54494931635707,1.16217792473338,12,"vesicle organization"
"GO:0045806",0.288973384030418,0.564686039156955,0.159646701919906,-0.432871764290672,-1.12484751457649,12,"negative regulation of endocytosis"
"GO:0050892",0.290681502086231,0.567481366059461,0.0888945288620449,0.55783729159388,1.16051703457051,11,"intestinal absorption"
"GO:0070848",0.29108635097493,0.567729486061792,0.0888945288620449,0.575980215343845,1.17715921356568,10,"response to growth factor"
"GO:0002357",0.292253521126761,0.568443740029793,0.152144922367565,-0.456474523703536,-1.12246835516115,10,"defense response to tumor cell"
"GO:0003351",0.292286874154263,0.568443740029793,0.0870515867946735,0.543004831548259,1.15803104858922,12,"epithelial cilium movement involved in extracellular fluid movement"
"GO:0036151",0.292286874154263,0.568443740029793,0.0870515867946735,0.54301298048298,1.15804842729171,12,"phosphatidylcholine acyl-chain remodeling"
"GO:0033344",0.29277566539924,0.568853098931602,0.158514105424824,-0.429858525238528,-1.11701740243188,12,"cholesterol efflux"
"GO:0048666",0.293844367015099,0.570387356295215,0.0785029047348687,0.444397215203414,1.14693622399664,34,"neuron development"
"GO:0045840",0.295774647887324,0.573589544859288,0.0833634065110386,0.50223618954216,1.15899211088298,18,"positive regulation of mitotic nuclear division"
"GO:0043922",0.296244784422809,0.573956719772723,0.0878312634480124,0.55554000790911,1.15573779716636,11,"negative regulation by host of viral transcription"
"GO:0001819",0.297117516629712,0.575102465900692,0.0755015292281669,0.414499038138139,1.13444926674569,48,"positive regulation of cytokine production"
"GO:0002224",0.298039215686275,0.576340734969484,0.0840745577910723,0.504899319310253,1.14805364957086,16,"toll-like receptor signaling pathway"
"GO:0007267",0.298353909465021,0.576403961197072,0.0714786287425507,0.374140071308679,1.10270976960347,105,"cell-cell signaling"
"GO:0006622",0.298642533936652,0.576416751054311,0.172324344900946,-0.383114204050419,-1.12904481397935,18,"protein targeting to lysosome"
"GO:0010595",0.3,0.578490566037736,0.0751181635276301,0.417603299377535,1.13563746105628,47,"positive regulation of endothelial cell migration"
"GO:0006656",0.300653594771242,0.579204474752515,0.0835990603684159,0.503411864521914,1.14467143487377,16,"phosphatidylcholine biosynthetic process"
"GO:0043405",0.302816901408451,0.582822736797432,0.149207542435322,-0.447635005410036,-1.10073202806272,10,"regulation of MAP kinase activity"
"GO:0050901",0.30316742081448,0.582948455451361,0.170932335370056,-0.379925502971663,-1.11964765151908,18,"leukocyte tethering or rolling"
"GO:0010457",0.304182509505703,0.58435061036622,0.155241966228839,-0.427485703776979,-1.11085146012809,12,"centriole-centriole cohesion"
"GO:0060291",0.305084745762712,0.585533540224397,0.191892240384838,-0.374371925668449,-1.13316943194084,24,"long-term synaptic potentiation"
"GO:1900026",0.305458768873403,0.585701429246938,0.0764767053228531,0.439063916215664,1.13317161523406,34,"positive regulation of substrate adhesion-dependent cell spreading"
"GO:0033173",0.307799442896936,0.586721342031687,0.0857844408075645,0.571780884885594,1.16857683450464,10,"calcineurin-NFAT signaling cascade"
"GO:0034116",0.307371349095967,0.586721342031687,0.0857844408075645,0.552966151689627,1.15038318206218,11,"positive regulation of heterotypic cell-cell adhesion"
"GO:0044849",0.307171853856563,0.586721342031687,0.0843144320642653,0.535880319666242,1.1428370659834,12,"estrous cycle"
"GO:0045779",0.307799442896936,0.586721342031687,0.0857844408075645,0.569588011161499,1.16409515016942,10,"negative regulation of bone resorption"
"GO:0045824",0.308,0.586721342031687,0.158514105424824,-0.424089709759642,-1.11273677632488,13,"negative regulation of innate immune response"
"GO:0046718",0.3068669527897,0.586721342031687,0.0721797965581253,0.390440751621053,1.11278282804613,72,"viral entry into host cell"
"GO:0050918",0.306471306471306,0.586721342031687,0.0789209638180035,0.470989264521894,1.14066677947782,23,"positive chemotaxis"
"GO:0051571",0.308900523560209,0.587366328761678,0.0822054920415869,0.516532063265134,1.15606089358801,15,"positive regulation of histone H3-K4 methylation"
"GO:0060612",0.308913308913309,0.587366328761678,0.0785029047348687,0.47007867361918,1.13846146213694,23,"adipose tissue development"
"GO:0019882",0.310173697270471,0.588612405406299,0.0791316651768349,0.486269914205491,1.14887810933554,20,"antigen processing and presentation"
"GO:0032024",0.309976247030879,0.588612405406299,0.0768736734126542,0.446915581867382,1.11812160122163,28,"positive regulation of insulin secretion"
"GO:0046579",0.310432569974555,0.588612405406299,0.080419996876154,0.502784849280764,1.15507712355237,17,"positive regulation of Ras protein signal transduction"
"GO:0046339",0.31095406360424,0.58905477850516,0.147331213699377,-0.431309295568089,-1.10460498336696,11,"diacylglycerol metabolic process"
"GO:0035094",0.311345646437995,0.589250464184501,0.0822054920415869,0.516567292244362,1.14106999893127,14,"response to nicotine"
"GO:0003376",0.312,0.589796860572484,0.157402899305283,-0.422013370011112,-1.10728882617386,13,"sphingosine-1-phosphate receptor signaling pathway"
"GO:0043409",0.3125,0.589796860572484,0.0760837160951725,0.438894798132794,1.12254599662949,32,"negative regulation of MAPK cascade"
"GO:0071356",0.312368972746331,0.589796860572484,0.070113215764256,0.379732101103692,1.10313355205422,86,"cellular response to tumor necrosis factor"
"GO:0033962",0.315303430079156,0.591497764616046,0.0815265143256594,0.51531367787447,1.13830083067538,14,"P-body assembly"
"GO:0035269",0.315521628498728,0.591497764616046,0.0795564677235957,0.499036162295561,1.14646504507356,17,"protein O-linked mannosylation"
"GO:0036158",0.315290933694181,0.591497764616046,0.0828962134571565,0.533378026731737,1.13750058876908,12,"outer dynein arm assembly"
"GO:0042149",0.313769751693002,0.591497764616046,0.0736212741014394,0.41738712088224,1.11493572707681,43,"cellular response to glucose starvation"
"GO:0043406",0.315384615384615,0.591497764616046,0.072003313661988,0.407528687258513,1.12369297984288,51,"positive regulation of MAP kinase activity"
"GO:0046328",0.315589353612167,0.591497764616046,0.152144922367565,-0.420842962831797,-1.09358983380232,12,"regulation of JNK cascade"
"GO:0070933",0.315716272600835,0.591497764616046,0.0843144320642653,0.551498298987772,1.14732948147526,11,"histone H4 deacetylation"
"GO:2000774",0.315290933694181,0.591497764616046,0.0828962134571565,0.53403865778083,1.13890947359306,12,"positive regulation of cellular senescence"
"GO:0010761",0.317107093184979,0.591931946197052,0.0840745577910723,0.550167668718564,1.14456125655126,11,"fibroblast migration"
"GO:0016236",0.317685589519651,0.591931946197052,0.0713052987340038,0.395980557220077,1.10597599014595,60,"macroautophagy"
"GO:0043200",0.317617866004963,0.591931946197052,0.0778840111977068,0.483583498616894,1.14253109099828,20,"response to amino acid"
"GO:0045214",0.31638418079096,0.591931946197052,0.188204146308491,-0.361001586727823,-1.09269935834984,24,"sarcomere organization"
"GO:0048010",0.317617866004963,0.591931946197052,0.0778840111977068,0.483395664764013,1.14208730824417,20,"vascular endothelial growth factor receptor signaling pathway"
"GO:0050921",0.316901408450704,0.591931946197052,0.14551614609036,-0.444074728048903,-1.09197732551975,10,"positive regulation of chemotaxis"
"GO:0045780",0.318062827225131,0.592095099133122,0.0806388495950661,0.511595485734798,1.14501223923167,15,"positive regulation of bone resorption"
"GO:0006909",0.320754716981132,0.593874732079066,0.245041785430996,-0.293948263335033,-1.06451507113398,46,"phagocytosis"
"GO:0007219",0.320960698689956,0.593874732079066,0.0707899094502623,0.393155839399267,1.10127392593582,61,"Notch signaling pathway"
"GO:0016311",0.320815450643777,0.593874732079066,0.0699458736501659,0.388878098784892,1.10587772675819,69,"dephosphorylation"
"GO:0032755",0.320855614973262,0.593874732079066,0.0697792517076235,0.388687670874551,1.10760160117246,70,"positive regulation of interleukin-6 production"
"GO:0046627",0.320191158900836,0.593874732079066,0.0755015292281669,0.445603853525173,1.11869901228972,29,"negative regulation of insulin receptor signaling pathway"
"GO:0051260",0.321052631578947,0.593874732079066,0.0689567351672811,0.37902096377707,1.09882246193097,84,"protein homooligomerization"
"GO:0080111",0.320680628272251,0.593874732079066,0.0802023444698144,0.509373565093005,1.14003931355035,15,"DNA demethylation"
"GO:0000083",0.321808510638298,0.593995123518627,0.0808589150280032,0.519868104192995,1.13277002923433,13,"regulation of transcription involved in G1/S transition of mitotic cell cycle"
"GO:0046855",0.321989528795811,0.593995123518627,0.0799858801499946,0.508544901437944,1.13818466460659,15,"inositol phosphate dephosphorylation"
"GO:0051457",0.321808510638298,0.593995123518627,0.0808589150280032,0.520009827156672,1.13307883741935,13,"maintenance of protein location in nucleus"
"GO:0017157",0.322619047619048,0.594619777577397,0.0749278818393739,0.448488516915501,1.11526300541001,27,"regulation of exocytosis"
"GO:0042908",0.323155216284987,0.595071407285148,0.0782955249944794,0.496115788476517,1.13975589901352,17,"xenobiotic transport"
"GO:0090399",0.324468085106383,0.59695118448015,0.080419996876154,0.51868970626759,1.1302023513144,13,"replicative senescence"
"GO:0003009",0.325916230366492,0.598167840537679,0.0793434960134973,0.507580742195123,1.13602676023804,15,"skeletal muscle contraction"
"GO:0006629",0.325702393340271,0.598167840537679,0.0676760401641789,0.372732708177737,1.0889411968388,94,"lipid metabolic process"
"GO:0070371",0.326007326007326,0.598167840537679,0.0756946307932749,0.465101867287907,1.12640836862165,23,"ERK1 and ERK2 cascade"
